dataset,record_id,source_path,hypnogram_path,artifact_dir,failure_path,recording_db_id,n_epochs,valid_ratio
dodh,aa160c78-6da3-5e05-8fc9-d6c13e9f97e0,/home/andy/Datasets/dodh/dodh/aa160c78-6da3-5e05-8fc9-d6c13e9f97e0.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/aa160c78-6da3-5e05-8fc9-d6c13e9f97e0.failure.json,,0,0.0
dodh,b5d5785d-87ee-5078-b9b9-aac6abd4d8de,/home/andy/Datasets/dodh/dodh/b5d5785d-87ee-5078-b9b9-aac6abd4d8de.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/b5d5785d-87ee-5078-b9b9-aac6abd4d8de.failure.json,,0,0.0
dodh,bb474ab0-c2ce-573b-8acd-ef86b0fa26a2,/home/andy/Datasets/dodh/dodh/bb474ab0-c2ce-573b-8acd-ef86b0fa26a2.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/bb474ab0-c2ce-573b-8acd-ef86b0fa26a2.failure.json,,0,0.0
dodh,d3cadb78-cb8c-5a6e-885c-392e457c68b1,/home/andy/Datasets/dodh/dodh/d3cadb78-cb8c-5a6e-885c-392e457c68b1.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/d3cadb78-cb8c-5a6e-885c-392e457c68b1.failure.json,,0,0.0
dodh,f2a69bdc-ed51-5e3f-b102-6b3f7d392be0,/home/andy/Datasets/dodh/dodh/f2a69bdc-ed51-5e3f-b102-6b3f7d392be0.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/f2a69bdc-ed51-5e3f-b102-6b3f7d392be0.failure.json,,0,0.0
dodh,0d79f4b1-e74f-5e87-8e42-f9dd7112ada5,/home/andy/Datasets/dodh/single_test/0d79f4b1-e74f-5e87-8e42-f9dd7112ada5.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/0d79f4b1-e74f-5e87-8e42-f9dd7112ada5.failure.json,,0,0.0
dodh,0d79f4b1-e74f-5e87-8e42-f9dd7112ada5,/home/andy/Datasets/dodh/validation_subset/0d79f4b1-e74f-5e87-8e42-f9dd7112ada5.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/0d79f4b1-e74f-5e87-8e42-f9dd7112ada5.failure.json,,0,0.0
dodh,14c012bd-65b0-56f5-bc74-2dffcea69837,/home/andy/Datasets/dodh/validation_subset/14c012bd-65b0-56f5-bc74-2dffcea69837.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/14c012bd-65b0-56f5-bc74-2dffcea69837.failure.json,,0,0.0
dodh,3e842aa8-bcd9-521e-93a2-72124233fe2c,/home/andy/Datasets/dodh/validation_subset/3e842aa8-bcd9-521e-93a2-72124233fe2c.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/3e842aa8-bcd9-521e-93a2-72124233fe2c.failure.json,,0,0.0
dodh,7d778801-88e7-5086-ad1d-70f31a371876,/home/andy/Datasets/dodh/validation_subset/7d778801-88e7-5086-ad1d-70f31a371876.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/7d778801-88e7-5086-ad1d-70f31a371876.failure.json,,0,0.0
dodh,b5d5785d-87ee-5078-b9b9-aac6abd4d8de,/home/andy/Datasets/dodh/validation_subset/b5d5785d-87ee-5078-b9b9-aac6abd4d8de.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/b5d5785d-87ee-5078-b9b9-aac6abd4d8de.failure.json,,0,0.0
dodh,f2a69bdc-ed51-5e3f-b102-6b3f7d392be0,/home/andy/Datasets/dodh/validation_subset/f2a69bdc-ed51-5e3f-b102-6b3f7d392be0.h5,/hypnogram,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/dodh/failures/f2a69bdc-ed51-5e3f-b102-6b3f7d392be0.failure.json,,0,0.0
cap,brux1,/home/andy/Datasets/capslpdb-1.0.0/brux1.edf,/home/andy/Datasets/capslpdb-1.0.0/brux1.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/brux1.failure.json,,0,0.0
cap,brux2,/home/andy/Datasets/capslpdb-1.0.0/brux2.edf,/home/andy/Datasets/capslpdb-1.0.0/brux2.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/brux2,,,1037,0.9922854387656702
cap,ins1,/home/andy/Datasets/capslpdb-1.0.0/ins1.edf,/home/andy/Datasets/capslpdb-1.0.0/ins1.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/ins1.failure.json,,0,0.0
cap,ins2,/home/andy/Datasets/capslpdb-1.0.0/ins2.edf,/home/andy/Datasets/capslpdb-1.0.0/ins2.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/ins2.failure.json,,0,0.0
cap,ins3,/home/andy/Datasets/capslpdb-1.0.0/ins3.edf,/home/andy/Datasets/capslpdb-1.0.0/ins3.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/ins3.failure.json,,0,0.0
cap,ins4,/home/andy/Datasets/capslpdb-1.0.0/ins4.edf,/home/andy/Datasets/capslpdb-1.0.0/ins4.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/ins4.failure.json,,0,0.0
cap,ins5,/home/andy/Datasets/capslpdb-1.0.0/ins5.edf,/home/andy/Datasets/capslpdb-1.0.0/ins5.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/ins5.failure.json,,0,0.0
cap,ins6,/home/andy/Datasets/capslpdb-1.0.0/ins6.edf,/home/andy/Datasets/capslpdb-1.0.0/ins6.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/ins6,,,1057,1.0
cap,ins7,/home/andy/Datasets/capslpdb-1.0.0/ins7.edf,/home/andy/Datasets/capslpdb-1.0.0/ins7.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/ins7.failure.json,,0,0.0
cap,ins8,/home/andy/Datasets/capslpdb-1.0.0/ins8.edf,/home/andy/Datasets/capslpdb-1.0.0/ins8.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/ins8,,,840,0.9916666666666667
cap,ins9,/home/andy/Datasets/capslpdb-1.0.0/ins9.edf,/home/andy/Datasets/capslpdb-1.0.0/ins9.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/ins9,,,1050,1.0
cap,n1,/home/andy/Datasets/capslpdb-1.0.0/n1.edf,/home/andy/Datasets/capslpdb-1.0.0/n1.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n1,,,1147,0.993897122929381
cap,n10,/home/andy/Datasets/capslpdb-1.0.0/n10.edf,/home/andy/Datasets/capslpdb-1.0.0/n10.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n10,,,860,0.9906976744186047
cap,n11,/home/andy/Datasets/capslpdb-1.0.0/n11.edf,/home/andy/Datasets/capslpdb-1.0.0/n11.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n11,,,1053,0.9981006647673314
cap,n12,/home/andy/Datasets/capslpdb-1.0.0/n12.edf,/home/andy/Datasets/capslpdb-1.0.0/n12.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/n12.failure.json,,0,0.0
cap,n13,/home/andy/Datasets/capslpdb-1.0.0/n13.edf,/home/andy/Datasets/capslpdb-1.0.0/n13.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n13,,,970,0.9814432989690721
cap,n14,/home/andy/Datasets/capslpdb-1.0.0/n14.edf,/home/andy/Datasets/capslpdb-1.0.0/n14.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n14,,,968,0.996900826446281
cap,n15,/home/andy/Datasets/capslpdb-1.0.0/n15.edf,/home/andy/Datasets/capslpdb-1.0.0/n15.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n15,,,977,0.9989764585465711
cap,n16,/home/andy/Datasets/capslpdb-1.0.0/n16.edf,/home/andy/Datasets/capslpdb-1.0.0/n16.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/n16.failure.json,,0,0.0
cap,n2,/home/andy/Datasets/capslpdb-1.0.0/n2.edf,/home/andy/Datasets/capslpdb-1.0.0/n2.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/n2.failure.json,,0,0.0
cap,n3,/home/andy/Datasets/capslpdb-1.0.0/n3.edf,/home/andy/Datasets/capslpdb-1.0.0/n3.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/n3.failure.json,,0,0.0
cap,n4,/home/andy/Datasets/capslpdb-1.0.0/n4.edf,/home/andy/Datasets/capslpdb-1.0.0/n4.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n4,,,1011,0.9683481701285855
cap,n5,/home/andy/Datasets/capslpdb-1.0.0/n5.edf,/home/andy/Datasets/capslpdb-1.0.0/n5.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n5,,,1008,0.9990079365079365
cap,n6,/home/andy/Datasets/capslpdb-1.0.0/n6.edf,/home/andy/Datasets/capslpdb-1.0.0/n6.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/n6.failure.json,,0,0.0
cap,n7,/home/andy/Datasets/capslpdb-1.0.0/n7.edf,/home/andy/Datasets/capslpdb-1.0.0/n7.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n7,,,985,0.9878172588832488
cap,n8,/home/andy/Datasets/capslpdb-1.0.0/n8.edf,/home/andy/Datasets/capslpdb-1.0.0/n8.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/n8.failure.json,,0,0.0
cap,n9,/home/andy/Datasets/capslpdb-1.0.0/n9.edf,/home/andy/Datasets/capslpdb-1.0.0/n9.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/n9,,,1028,0.9922178988326849
cap,narco1,/home/andy/Datasets/capslpdb-1.0.0/narco1.edf,/home/andy/Datasets/capslpdb-1.0.0/narco1.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/narco1.failure.json,,0,0.0
cap,narco2,/home/andy/Datasets/capslpdb-1.0.0/narco2.edf,/home/andy/Datasets/capslpdb-1.0.0/narco2.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/narco2.failure.json,,0,0.0
cap,narco3,/home/andy/Datasets/capslpdb-1.0.0/narco3.edf,/home/andy/Datasets/capslpdb-1.0.0/narco3.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/narco3,,,1536,0.9876302083333334
cap,narco4,/home/andy/Datasets/capslpdb-1.0.0/narco4.edf,/home/andy/Datasets/capslpdb-1.0.0/narco4.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/narco4,,,1030,0.9864077669902913
cap,narco5,/home/andy/Datasets/capslpdb-1.0.0/narco5.edf,/home/andy/Datasets/capslpdb-1.0.0/narco5.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/narco5,,,815,0.996319018404908
cap,nfle1,/home/andy/Datasets/capslpdb-1.0.0/nfle1.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle1.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle1,,,964,0.9854771784232366
cap,nfle10,/home/andy/Datasets/capslpdb-1.0.0/nfle10.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle10.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle10,,,951,0.9873817034700315
cap,nfle11,/home/andy/Datasets/capslpdb-1.0.0/nfle11.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle11.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle11,,,1020,1.0
cap,nfle12,/home/andy/Datasets/capslpdb-1.0.0/nfle12.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle12.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle12.failure.json,,0,0.0
cap,nfle13,/home/andy/Datasets/capslpdb-1.0.0/nfle13.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle13.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle13,,,982,0.9826883910386965
cap,nfle14,/home/andy/Datasets/capslpdb-1.0.0/nfle14.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle14.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle14,,,930,0.9763440860215054
cap,nfle15,/home/andy/Datasets/capslpdb-1.0.0/nfle15.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle15.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle15,,,1036,0.997104247104247
cap,nfle16,/home/andy/Datasets/capslpdb-1.0.0/nfle16.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle16.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle16,,,1023,0.9931573802541545
cap,nfle17,/home/andy/Datasets/capslpdb-1.0.0/nfle17.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle17.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle17,,,891,0.9775533108866442
cap,nfle18,/home/andy/Datasets/capslpdb-1.0.0/nfle18.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle18.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle18,,,1069,0.9962581852198317
cap,nfle19,/home/andy/Datasets/capslpdb-1.0.0/nfle19.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle19.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle19,,,909,0.9944994499449945
cap,nfle2,/home/andy/Datasets/capslpdb-1.0.0/nfle2.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle2.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle2.failure.json,,0,0.0
cap,nfle20,/home/andy/Datasets/capslpdb-1.0.0/nfle20.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle20.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle20,,,953,0.9968520461699895
cap,nfle21,/home/andy/Datasets/capslpdb-1.0.0/nfle21.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle21.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle21.failure.json,,0,0.0
cap,nfle22,/home/andy/Datasets/capslpdb-1.0.0/nfle22.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle22.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle22.failure.json,,0,0.0
cap,nfle23,/home/andy/Datasets/capslpdb-1.0.0/nfle23.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle23.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle23,,,962,0.9833679833679834
cap,nfle24,/home/andy/Datasets/capslpdb-1.0.0/nfle24.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle24.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle24,,,869,1.0
cap,nfle25,/home/andy/Datasets/capslpdb-1.0.0/nfle25.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle25.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle25.failure.json,,0,0.0
cap,nfle26,/home/andy/Datasets/capslpdb-1.0.0/nfle26.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle26.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle26,,,975,0.9989743589743589
cap,nfle27,/home/andy/Datasets/capslpdb-1.0.0/nfle27.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle27.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle27,,,812,0.8706896551724138
cap,nfle28,/home/andy/Datasets/capslpdb-1.0.0/nfle28.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle28.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle28,,,1105,0.995475113122172
cap,nfle29,/home/andy/Datasets/capslpdb-1.0.0/nfle29.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle29.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle29.failure.json,,0,0.0
cap,nfle3,/home/andy/Datasets/capslpdb-1.0.0/nfle3.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle3.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle3,,,1114,0.9847396768402155
cap,nfle30,/home/andy/Datasets/capslpdb-1.0.0/nfle30.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle30.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle30,,,980,1.0
cap,nfle31,/home/andy/Datasets/capslpdb-1.0.0/nfle31.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle31.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle31,,,895,0.994413407821229
cap,nfle32,/home/andy/Datasets/capslpdb-1.0.0/nfle32.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle32.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle32.failure.json,,0,0.0
cap,nfle33,/home/andy/Datasets/capslpdb-1.0.0/nfle33.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle33.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle33.failure.json,,0,0.0
cap,nfle34,/home/andy/Datasets/capslpdb-1.0.0/nfle34.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle34.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle34,,,1013,0.9891411648568608
cap,nfle35,/home/andy/Datasets/capslpdb-1.0.0/nfle35.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle35.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle35.failure.json,,0,0.0
cap,nfle36,/home/andy/Datasets/capslpdb-1.0.0/nfle36.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle36.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle36,,,1000,0.995
cap,nfle37,/home/andy/Datasets/capslpdb-1.0.0/nfle37.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle37.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle37,,,943,1.0
cap,nfle38,/home/andy/Datasets/capslpdb-1.0.0/nfle38.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle38.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle38,,,892,0.9809417040358744
cap,nfle39,/home/andy/Datasets/capslpdb-1.0.0/nfle39.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle39.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle39,,,1005,0.9930348258706467
cap,nfle4,/home/andy/Datasets/capslpdb-1.0.0/nfle4.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle4.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle4,,,1120,0.9946428571428572
cap,nfle40,/home/andy/Datasets/capslpdb-1.0.0/nfle40.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle40.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle40,,,1097,0.98359161349134
cap,nfle5,/home/andy/Datasets/capslpdb-1.0.0/nfle5.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle5.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle5.failure.json,,0,0.0
cap,nfle6,/home/andy/Datasets/capslpdb-1.0.0/nfle6.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle6.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle6,,,810,1.0
cap,nfle7,/home/andy/Datasets/capslpdb-1.0.0/nfle7.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle7.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle7,,,1119,0.9857015192135835
cap,nfle8,/home/andy/Datasets/capslpdb-1.0.0/nfle8.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle8.txt,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/nfle8,,,957,0.9895506792058516
cap,nfle9,/home/andy/Datasets/capslpdb-1.0.0/nfle9.edf,/home/andy/Datasets/capslpdb-1.0.0/nfle9.txt,,/home/andy/Projects/Noctis/out/pre_ingest_fullcheck/cap/failures/nfle9.failure.json,,0,0.0
